scorer,,,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David,David
bodyparts,,,nose,nose,ear_left,ear_left,ear_right,ear_right,tail_base,tail_base,lever_tip,lever_tip,upper_lever_tip,upper_lever_tip,stick_head,stick_head,ball,ball,sliding_door,sliding_door
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,E1_front,img07033.png,623.970615130818,379.2620268268661,599.7646272752137,297.2045915157261,564.4243332876192,275.54441132978116,367.1217373591365,418.1466913497663,518.0451277154511,110.16656708452855,,,253.75490217331372,440.3649224415128,687.5983198243529,416.2856863100836,750.7570110495219,407.74248169991574
labeled-data,E1_front,img07615.png,803.3274014271225,432.4694478191075,862.4803720498121,326.29110306122516,796.3973462914098,302.77841599362887,660.2712632684838,334.2111660734682,530.0080039899572,111.95553076650182,490.4861648790532,314.70334697094535,255.2671884253159,439.12419551983334,686.8568326765924,419.16616083073177,747.1369898345274,402.9368877497493
labeled-data,E1_front,img07675.png,734.3730869555263,442.35381601019867,821.7366740573925,311.360135202247,739.963387408553,289.25924691877685,,,529.2645307796462,112.63183393596303,491.2059995921454,315.31595939533787,253.73002043525423,441.0182324538317,683.8660648540365,417.6025484399172,,
labeled-data,E1_front,img10820.png,672.4566131211413,350.3535576450116,582.1816503928347,265.97978197864825,631.6775353995092,265.5256912905136,414.16809578302235,424.00334144949875,529.1485914192341,113.79379985068712,,,172.2577253777087,446.843763275579,686.7066062818423,418.2943734834226,746.6043546101621,402.62019635077814
labeled-data,E1_front,img11181.png,648.9567494217703,397.5051570384718,709.842233828388,265.3391055216673,614.5539757123397,271.27915278084953,,,528.3353084792471,111.77388069392634,490.5241945736636,317.91243664347104,170.927288317162,448.206820232995,685.7631897071576,417.6163192305485,751.1522487985441,407.172233403452
labeled-data,E1_front,img12791.png,320.875559450658,415.15182697731893,411.28194163487126,317.2317776410665,330.32823748064277,319.65554123849853,,,529.8676163384171,111.58648872041555,,,156.65934249633384,449.51263746461143,685.5947453282413,417.7997596799155,751.4315096130824,406.97326955307494
labeled-data,E1_front,img13908.png,617.096240375497,448.05805359263786,669.907507386442,310.48405458036933,583.7699436821683,305.6409787094463,,,527.3630349033571,112.40517988571408,481.5530563705248,317.64823025823887,106.36286495461754,451.2340689446498,685.5244989409624,419.4757446141026,746.5592446500038,408.8734648430485
labeled-data,E1_front,img14139.png,,,317.4258083651546,228.2751675739757,403.13856780167396,224.64355869666892,389.4513449269119,420.99827649530886,541.2609884065861,438.8579951468291,508.90033239872685,112.76379506629547,106.21777759550561,447.8676011692876,684.1700764883185,420.0469240660756,754.0919577026104,406.9037133115094
labeled-data,E1_front,img15806.png,570.6127355688668,420.57265249625823,673.9577982880141,311.5821388246177,593.3944553836601,310.7111837661923,,,536.5932559317457,454.6096524643226,501.1554873910155,112.80822443392093,74.26401311292778,457.1603381815752,589.1495023449727,468.4311785098329,,
labeled-data,E1_side,img04322.png,767.9911610279717,346.9533769653935,804.6378784249677,206.9376429106639,720.2240604208527,214.7724583541596,,,805.0585296824217,354.1795799634233,496.333122702756,80.6644523854207,738.0424246161227,425.9634551188019,,,720.477370739044,329.0880039649463
labeled-data,E1_side,img12776.png,711.4788252806627,386.71982955247347,648.2307626081258,286.08374953656494,613.6468465655071,295.7423206836026,433.4387349360795,422.27757183140847,501.99175772929226,81.84773163563644,235.0477716720868,359.16219203778303,736.5329440093626,457.3077261284519,761.5723939057356,333.0378636797859,718.4488968619821,327.4735414805919
labeled-data,E1_side,img13811.png,796.7808051527662,350.73352378313274,788.193455028901,212.56748257767106,763.2184671814964,204.39385019124774,571.1381061005488,311.1051627689946,499.79752122959275,79.86923925811422,231.77386190604324,360.9222605242852,727.4603335746367,464.3226543115648,756.4928302464091,338.1483007550941,716.7112313361629,330.0446417178217
labeled-data,E1_side,img14100.png,718.7387505127155,397.24733853177725,771.3344205769896,259.5775661976402,681.1704147525196,254.24528628328977,,,807.9318216118077,361.03675529490476,500.96651643279915,80.40871349214169,723.470953618767,470.0185204472155,781.5945616999993,344.6894905220581,679.424156869708,348.7763067152698
labeled-data,E1_side,img15387.png,840.1647585868263,278.3899391013359,737.7228151841862,177.06757550872453,783.0659704607647,183.22528795369197,620.8361863584915,343.49935093960835,805.5792739829515,364.3309157162537,501.8769875023853,79.81560097555109,727.7350056070663,483.2901145723599,803.9346767637426,323.2159894184597,605.4771197534293,340.8081030051934
labeled-data,E1_top,img05389.png,333.7066154393615,374.6468190020299,393.4666179802517,391.80042094708614,403.1191947764229,346.0125566575565,513.4274331281315,447.55422736818235,342.1112348906913,218.30934267805316,346.5936328165446,479.6445369648857,506.6687991002789,194.92552962743503,253.24133126180493,192.22230330382465,213.36874298855167,221.95779286353897
labeled-data,E1_top,img09937.png,313.3881169621361,280.7529654020649,231.751968828728,287.2339021144975,271.2578586964406,344.44932881946056,179.53153969324578,366.69977253805746,338.3709315434379,306.8661321918204,344.1231807821275,511.08560679755465,553.3472234765343,199.13456687829074,253.28910155578117,191.70069448836216,211.38909353982015,221.43618404807648
labeled-data,E1_top,img11890.png,366.8246071474175,387.0087963692128,383.04396508907985,448.5071952313491,428.9988125904564,419.4475122525375,409.21131651877363,574.8108831729678,340.15618505515556,307.44978616507433,342.8243054897338,510.2269391930188,555.3845667777985,194.94404117369288,254.33164440955625,192.2759207391146,209.8629704999193,221.18055878037865
labeled-data,E1_top,img12796.png,465.5578454803318,208.72933008568032,425.53603896165856,242.08083551790804,474.89626700135557,257.2001846471846,415.91970826735604,374.1205876061964,338.87775804446,303.1608966114237,340.22937120626517,510.6335169485211,562.5697363232197,196.38345682881334,251.02290252712234,189.62539101978734,210.4745076729665,220.03668716040423
labeled-data,E1_top,img14500.png,371.212457588656,253.08024063905054,310.6183676528562,203.15071053195157,321.28292748155695,258.89727327288733,199.12523477424514,295.01135087462393,346.1616247750928,162.61772961588122,337.22291865440866,304.4858058883344,590.4908925037838,196.49058823221873,252.25206441983204,193.74959286687073,208.39613857426292,223.9005418856995
labeled-data,E1_top,img15383.png,239.76187668548243,140.29326292121345,267.6778795266957,202.5674231054584,303.0984302955331,158.60495914750803,384.2519253402076,261.3751600835677,338.68272889697266,162.81852591564098,350.6932147812361,303.0586110936586,608.7404791077726,202.26103948876192,231.622147765234,165.72645705779345,208.8967950632603,238.59187365777248
